PEDIDO;Driver ID;Driver Name;Destination Hub;Data;OnHoldReason;status
BR2373999500441;239;Irma Tows;LM Hub_SP_Sorocaba_Região Norte;2024-04-22 00:00:00;Risky area of delivery;Delivered
BR239775277822P;328;Phyllis Wahncke;LM Hub_MT_Cuiba;2024-04-22 00:00:00;Driver has insufficient time ;Delivering
BR232187015197G;436;Kile Hopkynson;LM Hub_SP_Sumaré_Nova Veneza;2024-04-22 00:00:00;Address cannot be found;Delivering
BR239022248704Z;94;Ame Humbatch;LM Hub_MG_Belo Horizonte_São Francisco;2024-04-22 00:00:00;Out of the route ;Delivering
BR232902073453H;444;Coletta Toffolo;LM Hub_MS_Campo_Grande;2024-04-22 00:00:00;Address cannot be found;Delivered
BR237229863057N;151;Israel Hasard;LM Hub_SP_Embu das Artes_Jardim São Luiz;2024-04-22 00:00:00;Out of the route ;OnHold
BR235816371959L;128;Yank Dewar;LM Hub_SP_Santos_Praia Grande;2024-04-22 00:00:00;Normal;Delivered
BR238662912664X;500;Bryant McKenny;LM Hub_SP_São Bernardo do Campo_Conj Res Pombeva;2024-04-22 00:00:00;Out of the route ;OnHold
BR234983852974W;361;Danie Hardman;LM Hub_SP_Guarulhos;2024-04-22 00:00:00;Address cannot be found;OnHold
BR2374081932745;387;Trula Tourville;LM Hub_DF_Brasília_SAAN;2024-04-22 00:00:00;Closed Commerce ;OnHold
BR234000216596F;384;Homerus Crimin;LM Hub_PR_Londrina_Parque ABC II;2024-04-22 00:00:00;Normal;Delivering
BR236935325116F;396;Milty Alker;LM Hub_SP_Guarulhos;2024-04-22 00:00:00;Normal;Delivered
BR2397510911070;441;Nelson Saunton;LM Hub_SP_Osasco_Bonfim;2024-04-22 00:00:00;App/Internet failure;Delivering
BR235317887459A;403;Ario Sommerlie;LM Hub_SP_Sorocaba_Região Norte;2024-04-22 00:00:00;Buyer not at home ;OnHold
BR230898585228Z;296;Kassandra Pymar;LM Hub_SP_São Bernardo do Campo_Alvinopolis;2024-04-22 00:00:00;Risky area of delivery;Delivered
BR237653781373K;145;Roch Warry;LM Hub_MT_Cuiba;2024-04-22 00:00:00;Out of the route ;Delivering
BR2388520480789;255;Ford Sigert;LM Hub_RJ_Niterói_São Lourenço;2024-04-22 00:00:00;Normal;Delivering
BR236594821314J;399;Bertie Gouth;LM Hub_MG_Vespasiano_Jardim da Glória;2024-04-22 00:00:00;Closed Commerce ;Delivering
BR234818596056B;92;Cyrill Stiell;LM Hub_MG_Contagem;2024-04-22 00:00:00;App/Internet failure;Delivered
BR236425634202F;419;Catherine Brandreth;LM Hub_SP_Osasco_Bonfim;2024-04-22 00:00:00;Driver has insufficient time ;Delivering
BR237507449784R;202;Pincas Eckersley;LM Hub_SP_São Paulo_Granja Julieta;2024-04-22 00:00:00;Risky area of delivery;Delivered
BR2334586392024;120;Benedicta Burnett;LM Hub_SC_Blumenau_Itoupava Norte;2024-04-22 00:00:00;Normal;Delivered
BR2342522703805;395;Dur Hammerson;LM Hub_RJ_São Gonçalo_Guaxindiba;2024-04-22 00:00:00;Closed Commerce ;Delivering
BR237667517691D;282;Allen Kerner;LM Hub_SP_Santos_Praia Grande;2024-04-22 00:00:00;Risky area of delivery;OnHold
BR2378128993433;325;Arlene Setchfield;LM Hub_PR_Curitiba_Cidade Industrial;2024-04-22 00:00:00;Risky area of delivery;OnHold
BR231895324328K;408;Merrilee Guiton;LM Hub_RJ_Niterói_São Lourenço;2024-04-22 00:00:00;Out of the route ;OnHold
BR239501577203B;97;Alia Twining;LM Hub_SP_São Bernardo do Campo_Conj Res Pombeva;2024-04-22 00:00:00;Closed Commerce ;Delivered
BR230977346965F;108;Olva Fitton;LM Hub_PR_Curitiba_Cidade Industrial;2024-04-22 00:00:00;Out of the route ;OnHold
BR2318546900879;270;Lexie Gallemore;LM Hub_MG_Vespasiano_Jardim da Glória;2024-04-22 00:00:00;Buyer not at home ;Delivered
BR239294206036B;440;Quentin McCowan;LM Hub_RJ_São João do Meriti_Venda Velha;2024-04-22 00:00:00;Risky area of delivery;OnHold
BR237027430038B;31;Itch Glazer;LM Hub_SP_Mogi das Cruzes_Jundiapeba;2024-04-22 00:00:00;Risky area of delivery;OnHold
BR238144228347W;234;Konstance Tarbet;LM Hub_DF_Brasília_SAAN;2024-04-22 00:00:00;Risky area of delivery;Delivering
BR2381822686336;30;Kalinda Kasparski;LM Hub_PR_Londrina_Parque ABC II;2024-04-22 00:00:00;Risky area of delivery;Delivering
BR237848242182D;384;Homerus Crimin;LM Hub_PR_Londrina_Parque ABC II;2024-04-22 00:00:00;Risky area of delivery;OnHold
BR239537867427F;140;Jase Hathorn;LM Hub_SP_Guarulhos;2024-04-22 00:00:00;Address cannot be found;Delivered
BR232153058523F;24;Cassie Karet;LM Hub_SP_Embu das Artes_Jardim São Luiz;2024-04-22 00:00:00;Driver has insufficient time ;Delivered
BR233770515471D;445;Nert Goundsy;LM Hub_ES_Vitoria;2024-04-22 00:00:00;Risky area of delivery;Delivered
BR231420973223D;173;Moyna Weatherill;LM Hub_SP_Mogi das Cruzes_Jundiapeba;2024-04-22 00:00:00;Normal;Delivered
BR235132873806E;173;Moyna Weatherill;LM Hub_SP_Mogi das Cruzes_Jundiapeba;2024-04-22 00:00:00;App/Internet failure;OnHold
BR237874242334M;494;Cathee Karlqvist;LM Hub_SP_São Bernardo do Campo_Alvinopolis;2024-04-22 00:00:00;App/Internet failure;OnHold
BR2393929663248;71;Evelina Camidge;LM Hub_RJ_São Gonçalo_Guaxindiba;2024-04-22 00:00:00;Address cannot be found;Delivered
BR230390447143K;216;Carmelita Limer;LM Hub_RJ_Niterói_São Lourenço;2024-04-22 00:00:00;Out of the route ;Delivered
BR235231075786B;244;Schuyler Toopin;LM Hub_SP_São Paulo_Granja Julieta;2024-04-22 00:00:00;Address cannot be found;Delivering
BR2330801814038;135;Lew Creevy;LM Hub_MS_Campo_Grande;2024-04-22 00:00:00;Buyer not at home ;Delivering
BR2386320031414;428;Gerty Juppe;LM Hub_MT_Cuiba;2024-04-22 00:00:00;Out of the route ;OnHold
BR2390006944788;70;Kanya Faltin;LM Hub_RJ_Rio de Janeiro_Botafogo;2024-04-22 00:00:00;Address cannot be found;OnHold
BR232286594550Z;97;Alia Twining;LM Hub_SP_São Bernardo do Campo_Conj Res Pombeva;2024-04-22 00:00:00;Driver has insufficient time ;Delivered
BR230989238545K;398;Jeni Massy;LM Hub_SP_São Paulo_Granja Julieta;2024-04-22 00:00:00;Closed Commerce ;Delivering
BR232504879002Q;243;Ariel Barrar;LM Hub_SP_São Paulo_Barra Funda;2024-04-22 00:00:00;Normal;Delivering
BR234642643440A;357;Ange Vitte;LM Hub_SP_São Bernardo do Campo_Alvinopolis;2024-04-22 00:00:00;Normal;Delivered
BR2318850556499;421;Traci Mackriell;LM Hub_SP_Mogi das Cruzes_Jundiapeba;2024-04-22 00:00:00;App/Internet failure;Delivering
BR233603038034H;43;Dugald Monelli;LM Hub_SP_São José dos Campos_Jardim California;2024-04-22 00:00:00;Closed Commerce ;Delivering
BR233925925934E;60;Gwendolen Marritt;LM Hub_MS_Campo_Grande;2024-04-22 00:00:00;Normal;Delivering
BR2395107980768;281;Brooks Tyas;LM Hub_RJ_São Gonçalo_Guaxindiba;2024-04-22 00:00:00;Address cannot be found;Delivered
BR236646978095Z;425;Lilyan Lynds;LM Hub_MG_Vespasiano_Jardim da Glória;2024-04-22 00:00:00;Closed Commerce ;OnHold
BR233475012112B;283;Munmro Swoffer;LM Hub_MG_Vespasiano_Jardim da Glória;2024-04-22 00:00:00;Driver has insufficient time ;Delivering
BR233107365694C;215;Mariquilla Vasilik;LM Hub_RJ_Rio de Janeiro_São Cristóvão;2024-04-22 00:00:00;Out of the route ;OnHold
BR230788881583B;459;Wake Ivakhin;LM Hub_SP_Sorocaba_Região Norte;2024-04-22 00:00:00;Address cannot be found;Delivered
BR234473040439U;196;Nilson Tolwood;LM Hub_ES_Vitoria;2024-04-22 00:00:00;Buyer not at home ;OnHold
BR231958189721G;88;Corilla Todhunter;LM Hub_MG_Belo Horizonte_São Francisco;2024-04-22 00:00:00;Closed Commerce ;Delivered
BR235087156598Q;158;Belvia Side;LM Hub_SC_Blumenau_Itoupava Norte;2024-04-22 00:00:00;Driver has insufficient time ;OnHold
BR237506640569W;266;Irvin Pallin;LM Hub_PR_Curitiba_Pinhais;2024-04-22 00:00:00;App/Internet failure;OnHold
BR239572571495B;373;Selene Conneely;LM Hub_SP_São Paulo_Granja Julieta;2024-04-22 00:00:00;Buyer not at home ;Delivered
BR2332304440103;316;Erskine Dybald;LM Hub_SP_São Paulo_Barra Funda;2024-04-22 00:00:00;Out of the route ;Delivered
BR239163158419R;103;Berk Stithe;LM Hub_SP_São Bernardo do Campo_Alvinopolis;2024-04-22 00:00:00;Risky area of delivery;OnHold
BR2307115519855;107;Arron Yelden;LM Hub_MS_Campo_Grande;2024-04-22 00:00:00;App/Internet failure;Delivering
BR2376422418387;418;Simon Czajkowska;LM Hub_MT_Cuiba;2024-04-22 00:00:00;Normal;Delivered
BR231255626533O;36;Christoforo Lowrance;LM Hub_SP_São Bernardo do Campo_Alvinopolis;2024-04-22 00:00:00;Address cannot be found;OnHold
BR235469499799G;24;Cassie Karet;LM Hub_SP_Embu das Artes_Jardim São Luiz;2024-04-22 00:00:00;Closed Commerce ;Delivered
BR239204548948B;100;Leon Spottiswoode;LM Hub_GO_Goiânia_ St. Empresarial;2024-04-22 00:00:00;App/Internet failure;Delivering
BR239269305971B;388;Kare Sivior;LM Hub_SP_São Bernardo do Campo_Conj Res Pombeva;2024-04-22 00:00:00;Risky area of delivery;Delivered
BR234747009491M;37;Danell Kock;LM Hub_RJ_Rio de Janeiro_São Cristóvão;2024-04-22 00:00:00;Buyer not at home ;Delivered
BR234546671473O;135;Lew Creevy;LM Hub_MS_Campo_Grande;2024-04-22 00:00:00;Normal;Delivering
BR232654215356O;323;Antonia Arnau;LM Hub_MT_Cuiba;2024-04-22 00:00:00;Closed Commerce ;OnHold
BR237498493644D;459;Wake Ivakhin;LM Hub_SP_Sorocaba_Região Norte;2024-04-22 00:00:00;Address cannot be found;OnHold
BR234237208786J;199;Neile Beautyman;LM Hub_ES_Vitoria;2024-04-22 00:00:00;Risky area of delivery;OnHold
BR233987738921P;327;Guinevere Slane;LM Hub_SP_Sumaré_Nova Veneza;2024-04-22 00:00:00;Address cannot be found;Delivering
BR239348638804H;462;Mag Kleinerman;LM Hub_MG_Vespasiano_Jardim da Glória;2024-04-22 00:00:00;Normal;Delivering
BR235789319793I;401;Davin Vanne;LM Hub_SP_Mogi das Cruzes_Jundiapeba;2024-04-22 00:00:00;Address cannot be found;Delivered
BR232848661933D;472;Ilka Millions;LM Hub_RJ_Rio de Janeiro_Botafogo;2024-04-22 00:00:00;Buyer not at home ;Delivering
BR237677168864L;251;Adrienne Kitchingman;LM Hub_MG_Vespasiano_Jardim da Glória;2024-04-22 00:00:00;Driver has insufficient time ;Delivered
BR234377948013B;150;Blondy Aylmer;LM Hub_RJ_Niterói_São Lourenço;2024-04-22 00:00:00;Risky area of delivery;Delivered
BR232736151751U;121;Mariam Deacon;LM Hub_DF_Brasília_SAAN;2024-04-22 00:00:00;Address cannot be found;OnHold
BR236592724088M;76;Andie Danser;LM Hub_SP_Santos_Praia Grande;2024-04-22 00:00:00;Address cannot be found;Delivering
BR2380054479793;247;Franchot Llewellin;LM Hub_PR_Londrina_Parque ABC II;2024-04-22 00:00:00;Driver has insufficient time ;Delivering
BR2321012843613;384;Homerus Crimin;LM Hub_PR_Londrina_Parque ABC II;2024-04-22 00:00:00;Buyer not at home ;Delivering
BR232973052218B;272;Al Dederick;LM Hub_MS_Campo_Grande;2024-04-22 00:00:00;App/Internet failure;Delivered
BR232740566513W;164;Kara Feldfisher;LM Hub_SP_Osasco_Bonfim;2024-04-22 00:00:00;Driver has insufficient time ;Delivering
BR237534939942Q;357;Ange Vitte;LM Hub_SP_São Bernardo do Campo_Alvinopolis;2024-04-22 00:00:00;Risky area of delivery;Delivering
BR2396092759185;490;Dario Cheston;LM Hub_PR_Curitiba_Cidade Industrial;2024-04-22 00:00:00;Driver has insufficient time ;Delivered
BR239732355737A;62;Darcee Keaton;LM Hub_SP_Santos_Praia Grande;2024-04-22 00:00:00;App/Internet failure;Delivered
BR2380678500615;68;Darryl De Clairmont;LM Hub_RS_Porto Alegre_Floresta;2024-04-22 00:00:00;Address cannot be found;Delivering
BR2317245020796;330;Winifred Haacker;LM Hub_SP_Sumaré_Nova Veneza;2024-04-22 00:00:00;Normal;Delivered
BR235376042767F;85;Eyde Condon;LM Hub_MG_Belo Horizonte_São Francisco;2024-04-22 00:00:00;Address cannot be found;Delivering
BR235041878577J;492;Sylvia Cheer;LM Hub_GO_Goiânia_ St. Empresarial;2024-04-22 00:00:00;Risky area of delivery;Delivered
BR2366666718907;58;Rriocard Puckring;LM Hub_SP_São Bernardo do Campo_Conj Res Pombeva;2024-04-22 00:00:00;Buyer not at home ;Delivered
BR2375671839953;343;Aurilia Lepoidevin;LM Hub_MG_Vespasiano_Jardim da Glória;2024-04-22 00:00:00;Buyer not at home ;Delivered
BR230474695764W;211;Kingston Kleinholz;LM Hub_SP_Campinas_Chacaras São Martinho;2024-04-22 00:00:00;Closed Commerce ;OnHold
BR231200088295F;86;Gerek Sieur;LM Hub_SP_Sorocaba_Região Norte;2024-04-22 00:00:00;Closed Commerce ;Delivering
BR236584191941N;85;Eyde Condon;LM Hub_MG_Belo Horizonte_São Francisco;2024-04-22 00:00:00;Out of the route ;Delivered
BR230094254319B;125;Dorice Dandy;LM Hub_SP_Embu das Artes_Jardim São Luiz;2024-04-22 00:00:00;Normal;Delivered
BR2342537169297;445;Nert Goundsy;LM Hub_ES_Vitoria;2024-04-22 00:00:00;Out of the route ;Delivering
BR2327614781623;284;Loella Driscoll;LM Hub_SP_Osasco_Bonfim;2024-04-22 00:00:00;Buyer not at home ;Delivered
BR230453553957F;95;Marten Proven;LM Hub_SP_Mogi das Cruzes_Jundiapeba;2024-04-22 00:00:00;Normal;OnHold
BR231317800856M;295;Spence Grinishin;LM Hub_SP_São Paulo_Barra Funda;2024-04-22 00:00:00;Driver has insufficient time ;Delivering
BR236798202392D;316;Erskine Dybald;LM Hub_SP_São Paulo_Barra Funda;2024-04-22 00:00:00;Driver has insufficient time ;Delivering
BR232520988084A;250;Jeralee Devoy;LM Hub_SP_Limeira_Jardim Campo Belo;2024-04-22 00:00:00;Address cannot be found;Delivered
BR233127560462V;376;Margalit Milleton;LM Hub_SC_Blumenau_Itoupava Norte;2024-04-22 00:00:00;App/Internet failure;Delivering
BR2390236364181;387;Trula Tourville;LM Hub_DF_Brasília_SAAN;2024-04-22 00:00:00;Normal;Delivered
BR237527864727C;439;Michaelina Grisedale;LM Hub_RS_Porto Alegre_Floresta;2024-04-22 00:00:00;Out of the route ;Delivering
BR2374674920034;228;Randal Dobbison;LM Hub_SC_Florianópolis_Distrito Industrial;2024-04-22 00:00:00;Out of the route ;Delivered
BR236611474309J;418;Simon Czajkowska;LM Hub_MT_Cuiba;2024-04-22 00:00:00;Address cannot be found;Delivered
BR2361268820430;321;Gerry Sambles;LM Hub_SP_Sumaré_Nova Veneza;2024-04-22 00:00:00;Normal;Delivered
BR238407184792S;372;Maurice Gatherer;LM Hub_SP_Sorocaba_Região Norte;2024-04-22 00:00:00;Closed Commerce ;Delivering
BR235856810845F;61;Chelsae Frugier;LM Hub_SP_Limeira_Jardim Campo Belo;2024-04-22 00:00:00;Closed Commerce ;OnHold
BR235561760895J;174;Corbett Goathrop;LM Hub_RS_Porto Alegre_Floresta;2024-04-22 00:00:00;Address cannot be found;OnHold
BR236330173076R;85;Eyde Condon;LM Hub_MG_Belo Horizonte_São Francisco;2024-04-22 00:00:00;App/Internet failure;OnHold
BR237776321229K;134;Wenonah Marquiss;LM Hub_PR_Londrina_Parque ABC II;2024-04-22 00:00:00;Risky area of delivery;Delivered
BR2329642780404;241;Ezri Rounsefull;LM Hub_RS_Campo Bom_Distrito Industrial Norte;2024-04-22 00:00:00;Risky area of delivery;Delivered
BR239884574462I;375;Hillel Heigold;LM Hub_SP_Mogi das Cruzes_Jundiapeba;2024-04-22 00:00:00;Out of the route ;Delivered
BR232429668525J;90;Vassili Yeskov;LM Hub_PR_Maringá_Parque Industrial;2024-04-22 00:00:00;Out of the route ;Delivered
BR236377211055H;147;Lowe Cowherd;LM Hub_SP_Mogi das Cruzes_Jundiapeba;2024-04-22 00:00:00;Risky area of delivery;Delivering
BR231604799697G;103;Berk Stithe;LM Hub_SP_São Bernardo do Campo_Alvinopolis;2024-04-22 00:00:00;Buyer not at home ;Delivered
BR2393988449846;406;Osbourne Ashwell;LM Hub_RJ_São Gonçalo_Guaxindiba;2024-04-22 00:00:00;Driver has insufficient time ;Delivered
BR231425012899I;154;Douglas Benoist;LM Hub_MG_Belo Horizonte_São Francisco;2024-04-22 00:00:00;Address cannot be found;Delivered
BR2316700496116;96;Philis Percy;LM Hub_MG_Contagem;2024-04-22 00:00:00;Out of the route ;OnHold
BR235299770336E;164;Kara Feldfisher;LM Hub_SP_Osasco_Bonfim;2024-04-22 00:00:00;Closed Commerce ;Delivering
BR236794760623T;370;Lori Dakin;LM Hub_PR_Maringá_Parque Industrial;2024-04-22 00:00:00;Driver has insufficient time ;Delivered
BR237200623189M;440;Quentin McCowan;LM Hub_RJ_São João do Meriti_Venda Velha;2024-04-22 00:00:00;Out of the route ;Delivered
BR236698415370L;459;Wake Ivakhin;LM Hub_SP_Sorocaba_Região Norte;2024-04-22 00:00:00;App/Internet failure;Delivering
BR236735381746R;221;Katerina Razzell;LM Hub_SP_São Paulo_Barra Funda;2024-04-22 00:00:00;Closed Commerce ;Delivering
BR236849218212K;171;Anthiathia Pardy;LM Hub_SP_Campinas_Chacaras São Martinho;2024-04-22 00:00:00;Normal;Delivered
BR233399929090N;116;Shelley Gebuhr;LM Hub_SP_São Bernardo do Campo_Alvinopolis;2024-04-22 00:00:00;Address cannot be found;Delivering
BR231045992434Q;194;Nicola Eger;LM Hub_RJ_Rio de Janeiro_São Cristóvão;2024-04-22 00:00:00;Closed Commerce ;Delivering
BR232096535272J;95;Marten Proven;LM Hub_SP_Mogi das Cruzes_Jundiapeba;2024-04-22 00:00:00;Buyer not at home ;Delivering
BR234048835950H;219;Therine Kupis;LM Hub_MG_Contagem;2024-04-22 00:00:00;App/Internet failure;OnHold
BR238628151336K;155;Johna Clery;LM Hub_SP_Guarulhos;2024-04-22 00:00:00;Address cannot be found;Delivered
BR239572140366I;206;Idalia Delve;LM Hub_DF_Brasília_SAAN;2024-04-22 00:00:00;Out of the route ;Delivering
BR232504743521O;40;Orren Benedicto;LM Hub_MS_Campo_Grande;2024-04-22 00:00:00;Driver has insufficient time ;Delivering
BR235000022652O;438;Cyril Hebbs;LM Hub_SP_Sorocaba_Região Norte;2024-04-22 00:00:00;Driver has insufficient time ;OnHold
BR2335182507272;475;Guss Burnall;LM Hub_SP_Embu das Artes_Jardim São Luiz;2024-04-22 00:00:00;Address cannot be found;OnHold
BR238241921924G;182;Benita Halsworth;LM Hub_PR_Curitiba_Cidade Industrial;2024-04-22 00:00:00;Closed Commerce ;Delivering
BR239641926095F;460;Brand Fearns;LM Hub_SP_São José dos Campos_Jardim California;2024-04-22 00:00:00;Address cannot be found;Delivering
BR230174937877P;276;Frants Nicklinson;LM Hub_RS_Campo Bom_Distrito Industrial Norte;2024-04-22 00:00:00;Address cannot be found;Delivering
BR2340631535007;305;Stephine Atty;LM Hub_RS_Porto Alegre_Floresta;2024-04-22 00:00:00;Driver has insufficient time ;OnHold
BR231677870125J;411;Edvard Jambrozek;LM Hub_SP_São Paulo_Granja Julieta;2024-04-22 00:00:00;App/Internet failure;OnHold
BR238454752737G;234;Konstance Tarbet;LM Hub_DF_Brasília_SAAN;2024-04-22 00:00:00;Out of the route ;Delivering
BR235002421883H;439;Michaelina Grisedale;LM Hub_RS_Porto Alegre_Floresta;2024-04-22 00:00:00;Out of the route ;Delivering
BR234932442589Y;98;Stacie Croix;LM Hub_SC_Blumenau_Itoupava Norte;2024-04-22 00:00:00;Normal;OnHold
BR2393614947839;14;Randee Luckey;LM Hub_MS_Campo_Grande;2024-04-22 00:00:00;Out of the route ;OnHold
BR233686650998M;383;Derwin Windridge;LM Hub_SP_Santos_Praia Grande;2024-04-22 00:00:00;App/Internet failure;Delivered
BR230695665225A;389;Araldo Smeeton;LM Hub_PR_Curitiba_Pinhais;2024-04-22 00:00:00;Out of the route ;OnHold
BR232824991202S;430;Jarvis Bethel;LM Hub_SP_São Bernardo do Campo_Alvinopolis;2024-04-22 00:00:00;Closed Commerce ;Delivering
BR236259845082A;250;Jeralee Devoy;LM Hub_SP_Limeira_Jardim Campo Belo;2024-04-22 00:00:00;Risky area of delivery;Delivering
BR2367552070739;84;Alicia Trussell;LM Hub_SP_São Paulo_Vila Reg. Feijó;2024-04-22 00:00:00;Out of the route ;Delivered
BR236961331197H;261;Leticia Fasham;LM Hub_SP_São Paulo_Barra Funda;2024-04-22 00:00:00;Risky area of delivery;OnHold
BR234789070646L;66;Ilene Postle;LM Hub_MS_Campo_Grande;2024-04-22 00:00:00;Risky area of delivery;Delivered
BR2311973320706;309;Johnette Verillo;LM Hub_RS_Campo Bom_Distrito Industrial Norte;2024-04-22 00:00:00;Buyer not at home ;Delivering
BR2303749996989;463;Ronalda Lowerson;LM Hub_SP_Sorocaba_Região Norte;2024-04-22 00:00:00;Closed Commerce ;OnHold
BR237857058007W;391;Giraldo Tolcharde;LM Hub_SP_Campinas_Chacaras São Martinho;2024-04-22 00:00:00;App/Internet failure;OnHold
BR234414543926V;76;Andie Danser;LM Hub_SP_Santos_Praia Grande;2024-04-22 00:00:00;Buyer not at home ;Delivering
BR237162676954D;204;Gordy Shillito;LM Hub_GO_Goiânia_ St. Empresarial;2024-04-22 00:00:00;Normal;Delivering
BR231693694944J;39;Wilhelmina Shaves;LM Hub_MS_Campo_Grande;2024-04-22 00:00:00;Out of the route ;OnHold
BR235240990248H;84;Alicia Trussell;LM Hub_SP_São Paulo_Vila Reg. Feijó;2024-04-22 00:00:00;Normal;Delivered
BR238182941619A;123;Stoddard Kibbe;LM Hub_DF_Brasília_SAAN;2024-04-22 00:00:00;Address cannot be found;Delivered
BR235360893510G;455;Micaela Crossan;LM Hub_RS_Campo Bom_Distrito Industrial Norte;2024-04-22 00:00:00;Driver has insufficient time ;Delivering
BR230864768286C;431;Murvyn Tenant;LM Hub_SP_Limeira_Jardim Campo Belo;2024-04-22 00:00:00;Out of the route ;OnHold
BR2379440434697;379;Evelin McCalister;LM Hub_SP_São José dos Campos_Jardim California;2024-04-22 00:00:00;Risky area of delivery;Delivered
BR2318816132908;213;Seamus Dowyer;LM Hub_ES_Vitoria;2024-04-22 00:00:00;Address cannot be found;Delivering
BR2302555021649;231;Scot Beeby;LM Hub_MS_Campo_Grande;2024-04-22 00:00:00;Driver has insufficient time ;Delivered
BR233181223646I;95;Marten Proven;LM Hub_SP_Mogi das Cruzes_Jundiapeba;2024-04-22 00:00:00;Buyer not at home ;Delivering
BR238240845343B;215;Mariquilla Vasilik;LM Hub_RJ_Rio de Janeiro_São Cristóvão;2024-04-22 00:00:00;Closed Commerce ;Delivered
BR236050474322L;25;Wallie Tytterton;LM Hub_PR_Londrina_Parque ABC II;2024-04-22 00:00:00;Out of the route ;OnHold
BR2300557931314;311;Kelcie Ortmann;LM Hub_PR_Londrina_Parque ABC II;2024-04-22 00:00:00;Address cannot be found;Delivered
BR230265799474X;28;Mario Cloney;LM Hub_SP_Mogi das Cruzes_Jundiapeba;2024-04-22 00:00:00;Risky area of delivery;Delivering
BR232622322860Q;499;Marya Slane;LM Hub_RJ_Rio de Janeiro_São Cristóvão;2024-04-22 00:00:00;Risky area of delivery;OnHold
BR239022291192X;1;Ethe McCaskill;LM Hub_SP_São Bernardo do Campo_Alvinopolis;2024-04-22 00:00:00;Address cannot be found;Delivering
